Review,Beer_name,MultinomialNB_label
"pale color, clear, minimal white head, lightly bitter, light body, soft carbonation,",Asahi Super Dry,Positive
"a pours super clear light apple juice with super low head. s light bready malts, quiet grains. m simple and refreshing. dry. weak palate. t so light. simple hop profile, weak bready and biscuity malts, light grains. o drinkable like mad.",Asahi Super Dry,Positive
"blah, minimal aroma, might as well drink a bintang with all the hype. medium carbonation pale yellow no head, no bitters, tho easy drinking defiantly worth a try in warmer weather rated via 'find a beer' for blackberry",Asahi Super Dry,Positive
"it s a nice pale lager style, crisp and sweet on the tongue, not very bitter at all. it definitely delivers on the dry leaving the tongue pleasantly astringent and carbonated fizzed. a great alternative to a weisbeir or hefeweizen, clean, crisp, and enjoyable.",Asahi Super Dry,Positive
pours yellow with white head. tasteless and watery lager. nothing super with this one,Asahi Super Dry,Negative
"pours very light clear yellow with white head. aroma has citrus and hops. taste is watery, no bitterness.",Asahi Super Dry,Positive
"swilly yellow carbonation with carbonation. malty, barley taste. doesn t seem super dry. solid pale lager.",Asahi Super Dry,Positive
"essentially fairly tasteless generic watery larger, best if good and cold but should avoid.",Asahi Super Dry,Negative
"from systembolaget. pours a clear light yellow with a large white head. aroma has grain, sweet corn and a light floral spicy note. taste is sweet with almost no bitterness.",Asahi Super Dry,Positive
"garden variety lager. weak yellow colour with a more promising malt aroma. taste is malty and metallic, with typical lager mouthfeel. tell you what though, it tastes good on a hot day.",Asahi Super Dry,Negative
"peppery rubber smell taste of malt, corn, rice, unpleasant grass aftertaste. one of my least favorite nama, dry alcohol finish. a guaranteed naughty hangover :",Asahi Super Dry,Negative
"can . abv. pale lager, fine head but little lacing. taste is very watery, hints of rubber, little bitternes, dry aftertaste. verdict: avoid.",Asahi Super Dry,Negative
"clean golden color, small white head. dry sweet malty aroma and taste with light notes of grain and hops. watery body and average carbonation. ok with food",Asahi Super Dry,Positive
"pitchers at oh! taisho. pours a clear golden body with thin white head. aroma is grain, corn and light grassy hop. mouthfeel is thin and carbonated with notes of grain, sweet malt, grass, dry pils, cereal and corn.",Asahi Super Dry,Negative
pours light gold with a thin head. no aroma. weak taste. overall a refreshing drink but little to offer for flavor.,Asahi Super Dry,Negative
pretty standard lager. drunk from refreshing but no particular characterising features.,Asahi Super Dry,Positive
"gold with decent, alrhough qickly dissipating white head. pretty bland lagery aroma and taste. thin texture. average lager.",Asahi Super Dry,Negative
"light gold pour. quickly fading white head. bready aroma. typical lager with subtle taste of corn. crisp, dry finish. not the best by far.",Asahi Super Dry,Positive
pour is a little darker than i expected. head is white and disappears instantly. taste is citrus rice. finish is dry and papery.,Asahi Super Dry,Negative
"big fucken can home courtesy of blackipa. l chugged from the can. yellow appearance with a white head. creamy, rice, corn, tangy aroma. pretty smooth rice, grainy flavor. bland but not hard to drink.",Asahi Super Dry,Negative
"clear golden yellow beer with little head. aroma and taste is unpleasantly starchy, almost like a fishy kind of an aroma, like something s gone bad. a bit grainy malty as well. little bitterness in the finish, watery thin body. holding my nose closed got me through my glass.",Asahi Super Dry,Negative
nice colour. hate that the foam disaappeares momentarily. taste is okay. i like the however it is not what you will drink.,Asahi Super Dry,Negative
pours pale yellow. aroma is light malt with a slight metallic note to it. flavour is lightly malted with a hopbitterness to it.,Asahi Super Dry,Negative
"at sushi zone in san francisco, ca. not terrible with my amazing meal. probably would not hold up without incredibly fresh sushi to make everything in life seem better though.",Asahi Super Dry,Negative
"from eagan liquor mart, straw pour with a thin white head. aroma of straw, wheat and rice. taste is the same, very metallic water like taste.",Asahi Super Dry,Negative
light yellow with a pretty big off white head. strong hay and pilsner aromas. sour hay flavors with a bit of grain at the end. a bit dry but definitely not super drythis probably tastes better because i just finished mowing and it s hot out.,Asahi Super Dry,Positive
". nakoyashi, veenendaal. pale yellow with a white head. grainy aroma. bit of a cheap euro lager taste with some rice. boring and not so good.",Asahi Super Dry,Negative
"pretty good when paired with some bomb sushi, but other than that, nothing to write home about.",Asahi Super Dry,Negative
"bright yellow colour with a fizzy white quickly dissipating head. faint malty bready aroma. crisp, light bodied, effervescent, acidic taste with a hint of sweetness.",Asahi Super Dry,Positive
big at sakura. pours yellow with moderate carbonation head. nose is corn and cheap beer. very dry body and corn and malt in there. somewhat smooth but tastes like a cheap canadian. rated via my mouth,Asahi Super Dry,Negative
light golden lager. slightly sweet and metallic without much real flavour. refreshing.,Asahi Super Dry,Negative
a decent rice beer. not a lot of flavor but a nice bitter finish. goes great with sushi.,Asahi Super Dry,Positive
"didn t get much aroma, just a grainy and sweet mass produced aroma. taste is nothing like i remember it from a past life: it is super sweet and watery, so watery that, luckily, the over sweet taste gets washed away. a bit prickly, a bit spicy, and a bit lemony sour in the finish. not a good beer.",Asahi Super Dry,Negative
brewed by gack molson. the japanese seem to like the one brewed in japan. a bit austere for my taste but good for the stylejust not my style. i suppose if it were served by a comely japanese barmaid i might enjoy it more,Asahi Super Dry,Negative
pours clear gold zero head. taste like water and carbonation.,Asahi Super Dry,Negative
at sushi restaurant in paris. rather ordinary international lager. maybe a bit as an american pale lager with the additions ov rice and corn.,Asahi Super Dry,Negative
"restaurant, amsterdam, . head: white foam. colour: clear, yellow golden. aroma: some hops. taste: bitter sweet. palate: dry, thin bitter sweet finish, medium co. overall: ok.",Asahi Super Dry,Positive
"flat nose, no head, no retro palate, alcoholic palate. not even for a hot day. a solid tanned brown colour might be the only decent thing about this beer.",Asahi Super Dry,Positive
"small nose, dry. clear yellow color, small white head. light to medium body, very dry, crisp, small spiciness, pepper. : bolton brew.",Asahi Super Dry,Positive
"low white head, clear yellow color, slim body, good bitterness, high co, fresh taste. bb date ...",Asahi Super Dry,Positive
"japanese beer brewed by the czechs. this is the modern world. superdry? no thank you, i m past all that. talking of past it, the chicken i ve just eaten was a day past the use by date. that s about as rock and roll as i get these days.",Asahi Super Dry,Negative
manderin orient hotel. small head. faint malty notes. yes super dry. watery finish. not my cup of tea. rerated courtesy isabella. better aroma dry slight bitter. not much taste. low butterscotch.,Asahi Super Dry,Positive
"pours pale golden, almost yellow. thin head that peters away to thin film within a minute. smells like fermented corn and toast. tastes of light malt and corn. light blend of sweet and sour. medium bodied, slightly creamy mouthfeel. not bad.",Asahi Super Dry,Negative
"aug mediocre lager, light, dry, bit more bitter than your average. not too much more to say about this one. apr at the yacht, temple. taste is dusty, dry, tangy metallics.",Asahi Super Dry,Negative
".l devon uk malty,heavy cereal and light hoppy aroma yellow color with average head medium sweet taste with light medium bitter finish watery not too bad.",Asahi Super Dry,Positive
had a when i was out for sushi. pours a nice clear orangey yellow colour with a fluffy pillow head that flattens out in few minutes. nice bread aroma with a traditional easy going lager mouth feel and taste. little no lingering aftertaste. went very well with a meal.,Asahi Super Dry,Positive
at ohana steak house pours clear goldenthin white headtaste is goid like a typical pale ale with good rastelike it,Asahi Super Dry,Positive
"pours a clear gold with a foamy white head and lots of lacing. it has a mild aroma of pale malt and yeast, and similar flavor notes followed by a dry, very crisp aftertaste. this is definitely my favorite mass production lager.",Asahi Super Dry,Positive
".l from local alko. colour is clear golden with small white head. aromas and flavours: grain, malts and some sweetness. drinkable when very cold.",Asahi Super Dry,Positive
",l steiny . very clear golden liquid with big bubbles sparkling, medium with head short lasting. sweet malty aroma. watery and sweet malty taste, bread and metallic notes in the aftertaste. milky mouthfeel, quite smooth.",Asahi Super Dry,Positive
"at fire stone restaurant, spitalfields. amber headless lager with that typical sweet malt character. no hops, only slight bitterness but crisp. far too watery and lacking duration to the finish but the cleanness keeps it from hitting a very low score.",Asahi Super Dry,Positive
"can . small white head, soda fizzyness. clear color, big bubbles. aroma of hay and malt. flavour is malt with hint of cardboard. rated via beer buddy for ipad",Asahi Super Dry,Positive
a regular lager to go along with a meal with friends. not much to point out on a rather simple beer. not much carbonation or head but a rather lively beer.,Asahi Super Dry,Negative
clear golden body with a white head. light bread flavor and a hint of hop. pretty flavorless.,Asahi Super Dry,Negative
"clear, pale liquid with frothy head. bread and hay in aroma with nearly nonexistent touch of grassy hops. really bitter taste with nothing else in it. light body with thin texture and fizzy carbonation. bitter, but abrupt finish. well, i expected little more from it.",Asahi Super Dry,Negative
"it s a clear golden beer that is easy and refreshing on the palate, not much to say about the flavor won t buy it again",Asahi Super Dry,Negative
not sure what to say about this beer. i see it s brewed in the molson brewery. nuff said.,Asahi Super Dry,Negative
"lager glass. clear gold with frothy white head. grassy and grainy, crisp and bitter. ok.",Asahi Super Dry,Positive
"drunk out of not much going on here, some skunky flavours of cardboard and sweet corn.",Asahi Super Dry,Negative
"i didn t mind this one too much for a pale lager. smooth, light crispness to the nose and mouth. good flavor and texture, not too grainy. smooth malt with a faint hop citrus, but mostly malt. it got the job done, i d say that.",Asahi Super Dry,Positive
"at tokyo sushi buffet in pittsburgh. dry as a bone and as insipid as sand. severe lack of taste, and the carbonation had disappeared before i could finish the glass. guess i won t be ordering this one again.",Asahi Super Dry,Negative
"yellow beer with a little head. smells cereal. taste cereal and metallic, some bitterness. boring.",Asahi Super Dry,Negative
"can. pale yellow color with foamy white medium head, slight citrus aroma, high carbonation, bland taste, abrupt finish. good for cooling down.",Asahi Super Dry,Positive
". , pale yellow no head, not much aroma , tastes like slightly sweet over carbonated mineral water but dry. i have read reports that state it is refreshing, well so is water and that costs less.",Asahi Super Dry,Negative
"draught grand lisboa casino, macau. nice head and good taste, at least when you are thirsty and drinking it in a hot climate. tried also in various locations in hong kong and it was better than the rest of the typical lagers available there.",Asahi Super Dry,Negative
"tin. pours pale yellow with thin white head. too clear. light pleasant hop and grass aroma. thin flavour, rather too much rice in the mix. almost no finish.",Asahi Super Dry,Negative
"pale gold with a small fizzy head. aroma of straw and malt. taste of a bit of maltiness unexpected in a beer that calls itself super dry . a bit of adjunct flavor muddles up the otherwise clean profile, almost no palate.",Asahi Super Dry,Negative
a really disappointing beer. expected a popular beer to be more body. expensive in victoria b,Asahi Super Dry,Negative
"in a stein. pale amber yellow body topped by a thick but collapsing head. couldn t find much on the nose. taste is rather watery with some corn and a bit of a hop note at the end. not a great beer for beer s sake, although it does go reasonably well with japanese food.",Asahi Super Dry,Positive
"clear, a bit darker, golden colour with head that looks like snow. taste is kinda heavy, mostly like earth and smoke. lightly acetic taste at the start turns into a moderate bitter aftertaste.",Asahi Super Dry,Positive
"clear golden color with average, firm white head. malts and some crispness, but not much aromas. all in all, normal mass lager with nothing much to it.",Asahi Super Dry,Negative
"from a on . pours a clear light golden with a small head that disappears quickly. has a slightly stale, grainy aroma typical of a macro. the flavour is a slightly unpleasant bready malt and more grain, with some light hops. not good.",Asahi Super Dry,Negative
"pale golden look with average white head. some far aroma of grass and dough. light sweetness, lightly bitter and ultimately watery. light body, thin feel, fizzy carbonation and short finish. not so good.",Asahi Super Dry,Negative
can in thailand chiang mai. gekocht in een super markt. goed fris biertje.,Asahi Super Dry,Positive
"pours clear with a quick y vanishing white head leaving thin traces. light golden colour. light, hoppy and grassy aroma. grainy taste and watery mouthfeel. drinkable, but nothing special.",Asahi Super Dry,Negative
small white head. clear golden colour. bitter sweet rice aroma. a relatively neutral taste and a bitter sake like palate. interesting!,Asahi Super Dry,Positive
". poors clear yellow with white head. aroma bread, malts. taste small bitter, sweet. mouth feel thin. not super but not bad.",Asahi Super Dry,Negative
very good beer for an easy drink. not a real flavoursome beer but is nice for a hot day.,Asahi Super Dry,Positive
aroma is really good to be a lager. appearance is basic. taste is really good to be in lager gategory. really a good beer.,Asahi Super Dry,Negative
average would describe this perfectly. typical mass produced product here in the good old usa.,Asahi Super Dry,Negative
"from normally don t rate beers like this large white head clear hay color corn adjuncts from the nose. tons of carbonation and light corn flavor, tastes like skunk. same level as any other american style macro lager.",Asahi Super Dry,Negative
beer smell with notes of grass and grain. bright pale gold with a very small head. balance and not very deep. very dry and crisp.,Asahi Super Dry,Positive
"this beer has next to no aroma, and a bad lager flavor. not good at all. will not try again.",Asahi Super Dry,Negative
"home. pours clear yellow with a white head that leaves basically no lacing. aroma is malt, grain, and some very subdued floral hops flavour is more of the same kind of watery.",Asahi Super Dry,Negative
"pours clear yellow, with small white head. sweet cereal flavor maybe because of the corn. somewhat bitter at the end. not impressed at all",Asahi Super Dry,Negative
"yes it is a dry tasting lager so it doesn t lie, but nor does this make it a good lager.",Asahi Super Dry,Negative
"very grainy, old lemongrass and tee. dry taste, quite watery. neh.",Asahi Super Dry,Negative
golden with small head. very light bodied lager with slight bitterness. flavor is pretty subtle overall.,Asahi Super Dry,Positive
"it does have a certain taste not usually found in eurolagers but im not sure if its for the better. aroma is non existant. aftertaste ultra short. with a spicy japanese dish, why not? buy again? no.",Asahi Super Dry,Negative
"light yellow in colour with a really small white head. noses of some hops and metallic aromas. light bitter and traces of sourness. bit fizzy, thin texture with a light body. the bitterness develops a rather dry finish. its an ok beer.",Asahi Super Dry,Positive
"in hawkinge the white horse inn. solid lager with low head and bright golden colour. sweetish taste of sweet citrus fruits, quite refreshing but nothing special.",Asahi Super Dry,Positive
"in hawkinge, kent. a little bit sweetish and refreshing lager. very drinkable and after a disappointing h rlimann this one was a great experience. not a huge beer but drinkable and for fans of lighter and sweeter lagers quite recommendable.",Asahi Super Dry,Negative
"pours pale gold. little head retention, fairly heavily carbonated. light hoppiness on the nose, watery taste, dry finish",Asahi Super Dry,Positive
"pale gold in colour little aroma. taste is of a rather dull average pale lager. not impressed, the looked good though.",Asahi Super Dry,Negative
pale clear with a medium head. the taste and aroma is hop and some citrus. light bitter finish. feels quite thin.,Asahi Super Dry,Positive
"bomber. light lager that lives up to its name with very dry finish. light yellow, clear, lots of carbonation. works okay with sushi.",Asahi Super Dry,Positive
"light and airy, aroma of mild sweet hops. flavour minimal hoppiness, aftertaste of sweet dryness. czech version.",Asahi Super Dry,Positive
"at disney world. the aroma is sweet malt, grass, corn, adjuncts. the appearance is a clear gold, white head. the flavor is malty, metallic, adjuncts. the finish is spicy hops, metal. medium thin in body. bad.",Asahi Super Dry,Negative
"czech version. looks simple. beer in the glass zippy, small head. starts mild, malty wheaty, not very dry. finish grasy moldy, too less. hoppy. not very drinkable. not good.",Asahi Super Dry,Negative
"at sakura sushi. soap and grain aroma. same in the taste with lemon. ok, light and more light not unpleasant, just watery.",Asahi Super Dry,Negative
"boring, tasteless, very basic smell and taste. pilsner yeast water, that is it. pass.",Asahi Super Dry,Negative
".. bought in brussels in chinese supermarket, beer rather bad, chinese supermarket rather good yes sil, we have lots of beel taste of water",Asahi Super Dry,Negative
"light fizzy yellow with a frothy white head. smells of malt, cereal, light hop and sugar. crisp super dry body thin watery with bread feel in the carbonation. sweet taste of corn, cereal and malt. chewy cereal with a slight fruity apple. basically sugar water with booze.",Asahi Super Dry,Positive
"pale yellow color. medium carbonation. very malty lager. sweet bitter, but overall watery.",Asahi Super Dry,Positive
"really nice and clean. dry, easy drinking, and refreshing. you can tell its a big beer co type by trying it, but it is a step up from bl, cl and ml its nice, clean",Asahi Super Dry,Positive
typical pale lager yellow with a small head. had a metallic aroma and taste. is dry as advertised but not all that great.,Asahi Super Dry,Negative
"can. a clear golden body , medium white head, decent retention. aroma of grains, hay, a touch of hops. taste a bit too sour upfront, cereals, grass. intense carbonation.",Asahi Super Dry,Positive
it is dry like advertised. but little more. not great but ok. like a dry bud light,Asahi Super Dry,Negative
"one of the best japanese beers. strong, but still light. light sweetness, lightly bitter, lightly sour, umami if interested in japanese beer, must try this one!",Asahi Super Dry,Positive
"the same as all the other macro pale lagers it is tasteless, aroma less, easy to drink. non offensive but not good either. slightly better than the american macros.",Asahi Super Dry,Negative
"this beer is better than its american equivalents, but it is not worth the import price.",Asahi Super Dry,Negative
"dry is one way to say it, another is flavorless. a slight floral nose no real flavor other than a slight bit of cereal with a dry crisp finish",Asahi Super Dry,Negative
"clear yellow color with pillowy white head. some metallic and citrus notes on the nose. palate is crisp and clean. good, easy drinking beer.",Asahi Super Dry,Positive
"pours a clear pale straw colour with medium white head. foam dissipates fairly quickly leaving only some rings of bubbles. aroma is grain, grass and skunk. taste is corn, grainy and skunky. lively carbonated with thin body. overall, avoid.",Asahi Super Dry,Negative
with sushi. pours a clear light yellow with a good white head. aroma of grain. taste is light and sweet with malts and grain.,Asahi Super Dry,Positive
surprisingly good beer. light but with a nice flavor that is best suited to fairly spicy dishes. drank it to spanish paella.,Asahi Super Dry,Positive
. clear yellow with a small white head. aroma of grain and corn with hints of citrus. taste of malt with slight fruitiness. mouthfeel is watery dry. carbonation is moderate. refreshing.,Asahi Super Dry,Positive
"pours golden with a white head. aroma is malt, light pine and light grass. flavour is malt, grain, pine and hay.",Asahi Super Dry,Positive
a very boring beer with some bitterness and a bit sour. also a not so nice aftertaste that is undetermined. light yellow in color with a white head.,Asahi Super Dry,Negative
"i get a terrible headache every time i drink this. i don t know what it is. it s a cool version of a dry beer though, you can really taste the rice i dont need to taste again.",Asahi Super Dry,Negative
"i get a terrible headache every time i drink this. i don t know what it is. it s a cool version of a dry beer though, you can really taste the rice but it s not there to make the ingredients cheaper, it s just what people prefer. fairly good.",Asahi Super Dry,Negative
"i think its brewed in russia. clear dark yellow color. no head, flat. metallic aroma. taste is same, flat, metallic, paper, some weird ending.",Asahi Super Dry,Negative
"for being japanese lite beer, it is quite enjoyable with the traditional lite beer yellow and a long lasting head. the beer tastes much better while in japan. the one that you find in the states is made in california.",Asahi Super Dry,Negative
pours pale golden color with a non lasting white head. aroma of corn and some fruitiness. taste is similar. drinkability is ok.,Asahi Super Dry,Positive
"clear light yellow with thick foam head, not lasting long though. bitter taste with some rice tones. nice aftertaste, tickling.",Asahi Super Dry,Negative
"dark golden, sweet aroma. slight bitter lager, but very fruity. ok with dinner, in the right circumstance",Asahi Super Dry,Positive
"decent japanese beer. pretty similar to saporro, a little less sweet, and slightly smoother. but mostly forgettable. had in the",Asahi Super Dry,Positive
little aroma and an almost oily texture to it. golden yellow with very little head. not one of the better japanese beers.,Asahi Super Dry,Positive
"macro corny off aroma. filtered orange tan colorthin non head. some dry crispness, but thats about all it has going for it. some garbage flavorsbutter. macro swillhighly unimpressive.",Asahi Super Dry,Negative
"pours clear and pale with a white head. smells of bread and basement. taste is very minimal like slightly sweet and bitter water, not bad, but nothing to it.",Asahi Super Dry,Negative
straw color with a lot of carbonation. it is very watery and remnants of rice and adjunct.,Asahi Super Dry,Negative
pours a pale yellow and white head that goes down rather quickly. aroma of rice and corn. taste is mostly rice and a bitter finish. very light bodied.,Asahi Super Dry,Negative
"standard ricey brew. not really super dry but dry. actually quite refreshing. pale yellow pour, medium head. excellent with hibatchi.",Asahi Super Dry,Positive
"poors a plain yellow with a frothy white head. no over powering tastes, but is crisp and refreshing when stone cold.",Asahi Super Dry,Negative
"big qt can from half time, poured in pint glass. light straw yellow color capped by white craggily rock head with fair retention. no aroma. light buttery cracker sweetness. slight undulating bitterness. not to shabby as a session.",Asahi Super Dry,Positive
sapporo teppenyaki. rich sparkling golden yellow with a big foamy head. corn aroma. dry cereal corn flavour. quite sharp. would have been better if served colder.,Asahi Super Dry,Positive
"clear gold with a decent white head that disappears relatively quickly. little to no lacing. smells slightly of hops and rice. taste is not truly bad, there s just very little of it.",Asahi Super Dry,Negative
"not bad for a light beer. similar to any american light beer, light malt aroma, clear pour. taste is malt, no hops. over ok when compared to an american light beer.",Asahi Super Dry,Negative
golden amber with a fast disappearing head and no lace very flat looking. taste is mostly an adjunct with a fizzy finish. very little going on and hardlt worth un capping. no redeeming qualities.,Asahi Super Dry,Negative
super sexy beer. i love it long time. not as good as moa. great date. what a guy,Asahi Super Dry,Positive
light yellow color with minimal head. not much in the aroma department. taste of faint malt. good drinkability if served very cold.,Asahi Super Dry,Negative
"from vinmonopolet, oslo. clear, golden colour. fingerthick white head that diminishes quickly. aroma of malt, sweet corn, hint of caramel and metal. light body, soft carbonation. sweetish taste with some acidity, finishes dry and unpleasantly papery.",Asahi Super Dry,Positive
can. pale yellow white head . slight aroma only of hay taste is very dry some grass and metallic twang to it . watery body nothing to make it stand out,Asahi Super Dry,Negative
clear and pale yellow colour. almost no aroma. some biscuit or something like dried hay aroma. little flavour. enough said.,Asahi Super Dry,Negative
"poured clear golden with a creamy, lasting white head. aroma has grain, hay and rice. flavor is grain, sweet malt and carboardish notes. high carbonation, light.",Asahi Super Dry,Positive
pours golden with a small white head. smells malty and boiled vegetables. tastes bread malty and bitter.,Asahi Super Dry,Positive
very plain beer. crisp and dry without much flavour. ive found that putting soy sauce in it improves it immensely,Asahi Super Dry,Negative
"uncomplicated beer which is good for sessions as it lacks any overly aggressive flavours, yet has better length than a lot of other lagers.",Asahi Super Dry,Positive
", pours clear yellow with a snow white head. aroma: faint malt, hints of herbs. taste: sweetish, some bitterness. palate: light, high carbonation. good drinkability.",Asahi Super Dry,Positive
this beer poors bubbly with a light brown texture and a big and frothy head. it has a wheaty smell but a watered down simple flavor that is more hydrating then enjoyable. this is followed by a bitted dry after taste that thankfully is abrupt.,Asahi Super Dry,Positive
pale yellow color with a average size white head. almous no aroma. very thin and slightly malty taste.,Asahi Super Dry,Positive
pours a yellow with a frothy white head. aroma is malt and brewing ceral. taste is pretty much the same a lingering sweetness. ultra crisp as common with these japanese lagers. quaffable but not worth the extra price that always seems to come with it.,Asahi Super Dry,Positive
"golden yellow pour white head aroma is of grains, sweet malts, and a little metallic taste of grain, sweet corny malts, rice and light metal crappy light hop super dry more like super crap",Asahi Super Dry,Negative
"sydney. as mentioned earlier: nothing interesting about this beer. just a real crisp, fresh session beer. a very refreshing, easy to drink lager.",Asahi Super Dry,Positive
"liter mega can! straight from the can, so no appearance description. some aroma notes emitting from the small hole in the can mostly corn. the only reason i bought this beer was because of its awesome liter size. it drinks ok.",Asahi Super Dry,Positive
"completly and entirely bland. christ, is this even beer i d like to say more, but it s like pouring a whole lot of cold nothing into my mouth. atleast it didn t taste foul.",Asahi Super Dry,Negative
"light yellow with a good white head. smells like white rice and fresh floral notes. taste is clean and simple, with sweet malts, and dry hops. creamy and fresh texture. this is a good simple beer.",Asahi Super Dry,Positive
"pours clear and light gold with quickly diminishing head and kight lacing. nose is corn and sulfur aroma is wayyyyy better with barley and negligible hops. taste is mildly sweet. thin body and watery texture. easy to drink and quickly disappearing, next beer please.",Asahi Super Dry,Negative
"not really a huge fan of either taste or aroma, to be honest the whole beer was lackluster",Asahi Super Dry,Negative
"nothing interesting about this beer. just a real crisp, fresh session beer. very refreshing lager but lacking in flavour",Asahi Super Dry,Positive
gold with a white head. aroma is corn and a malt. taste is corn. refreshing. b h,Asahi Super Dry,Negative
"served ice cold, light straw coloured, topped with a thick white head. high carbonation with rice and slight hops. the only purpose it really serves is to quench your thirst and cool you down.",Asahi Super Dry,Negative
pale golden color. high carbonation. low bitterness. corn and barley aroma.,Asahi Super Dry,Positive
nice notes of barley in this beer. crisp and i find it quite refreshing. very drinkable.,Asahi Super Dry,Positive
"brewed at staropramen, cz. pale straw, white head. faint aromas of citrus, rice, maize, something lightly herbal. honey? dry, light bodied, low bitterness, balanced co. very bland, slightly sour tase, citrus, cardboard, rice. nasty aftertaste.",Asahi Super Dry,Negative
"pours yellow with white head. taste is slightly bitter, floral, clean dry finish, some rice. its a pretty average lager.",Asahi Super Dry,Positive
"golden beer with minimal white head. aroma is slightly herbal and fresh. flavour is, as the aroma, slightly malty. carbonation is medium. body is light.",Asahi Super Dry,Positive
"from vinmonopolet in fredrikstad, norway. golden colour with a white head. dissapointing light in every way, light flavour and aroma.",Asahi Super Dry,Positive
"smell of maize and rubber? pale colour, big white head. sharp to start with, very watery afterwards. aroma of rubber.",Asahi Super Dry,Negative
"from tesco, pleasant aroma and a very good taste, it s two strongest points. appearance dark amber with head quickly disappearing to nothing unfortunately and very few bubbles at all. nice on the palate and a beer i did enjoy overall despite some flaws. i would recommend.",Asahi Super Dry,Positive
"light head, golden. faintswwwt nose with some fruitiness. medium body and length. light. taste simple not unpleasant just booring",Asahi Super Dry,Positive
from alko. pretty basic but still good quality asian style mass lager with absolutely no suprises.,Asahi Super Dry,Negative
from a a little sweet. pretty much what one would expect from a shitty lager. it is what it is,Asahi Super Dry,Negative
"amber, almost fluorescent. white fizz on top. not much to talk about here there is a mild malty scent, but not much else. salty and dry. goes with japanese food, but a bit bland as a drink.",Asahi Super Dry,Negative
clear golden colour. hard to catch any aroma. not so much taste at all. weird experience.,Asahi Super Dry,Negative
"on keg at the republic bier halle, glasgow. pours a golden colour with a thick white head. aroma of yeast, caramel and rice. rice flavour also with caramel and grassy hops. moderate carbonation and co prickle. a little too fizzy for me.",Asahi Super Dry,Positive
"noodle bar in tokyo. pale golden yellow colour. smells like mass produced lager, has some of the slightly off putting characteristics of corn rice flavoured beer, but overall not too offensive and has some malt character.",Asahi Super Dry,Negative
pale golden beer with white head. pretty neutral with some grassy notes. rice and a little of cardboard. just a bit too watery.,Asahi Super Dry,Negative
"small foamy head, light straw color, smooth dry light malt flavor ok for a japanese beer",Asahi Super Dry,Positive
"fairly standard larger, probably one of the best i have had from asia so far. not much else to say",Asahi Super Dry,Negative
"pour of pale or light amber. aromas of grain, light hops, and hay. flavor of hay and left over stale hops that leads to a slight skunkyness. lightly bitter, clean, and crisp. your everyday lager.",Asahi Super Dry,Positive
"not bad, not really good. second best choice at japanese restaurants that only have japanese beer",Asahi Super Dry,Negative
"pours clear pale golden colour with a large head. aroma of clove, corn, grass and some light malts. flavour of butter, dry hay, corn and malts. light bodied and straightforward.",Asahi Super Dry,Positive
"at apollo cinema, piccadilly. colour is amber but with a bit of a copper tinge. nose is barely discernable, getting virtually nothing other than a metallic, minerally smell. taste is grainy malt, carbonated fizz with a slight dry bite. dullest beer i ve had in a long time.",Asahi Super Dry,Negative
"pale yellow colour, very clear, with almost no head and zero lacing. grainy aroma, a super light breadiness, no hops presence at all. can t really find any taste in this beer. at least it is slightly refreshing if drinked right out of the fridge. stillboring.",Asahi Super Dry,Negative
. light golden with a foam that disappears quickly. aroma slight citrus feel. medium carbonnation. disappointing as expected.,Asahi Super Dry,Negative
"fizzy, yellow and low in flavour. not a criticism. as far as transparent yellow, mass produced lagers go, this is a good un . crisp and clear. fizzy. impressive in absolutely no respect.",Asahi Super Dry,Negative
"corn, rtie, alcoholic harshness, dust. gold body, white head. fairly sweet. dry finish. decent lager.",Asahi Super Dry,Negative
"clear pale yellow colour, thin white head. mild, grainy malty aroma. the flavour is light, malty, with a mildly grassy hoppy finish. boring.",Asahi Super Dry,Negative
"pours a thin head, light straw colour, hoppy but not much else going on. lacks bite",Asahi Super Dry,Negative
". a clear yellow colour with a small white head. an aroma of malt and caramel. some toasted notes. the taste is medium sweet. a light body, watery texture, soft carbonation and an abrupt finish.",Asahi Super Dry,Positive
"it doesn t have a strong smell, but something about the taste is extremely refreshing. carbonation balances the taste. it s good to have with fish and casual meals. this is one of my go to beers.",Asahi Super Dry,Positive
"metallic and oily malt aroma. sharp and dry malt taste with a watery and bland finish. lacks really a hop taste! this beer might work with japanese food, but alone it is a disaster!",Asahi Super Dry,Negative
"aroma is the typical pale lager malt. taste is also bland malt, but a little more character than the mass pale lagers.",Asahi Super Dry,Negative
"not much in aroma or flavor, a bit of grain, otherwise a rather plain mildly flavorless but not nasty pale lager.",Asahi Super Dry,Negative
brewed by sheps. pours gold with a large frothy head. aroma is corn and a touch of sweetness. taste is mostly corn throughout with a dry finish. really refreshing though.,Asahi Super Dry,Positive
"very light, smooth texture. not overpowering, but enough of a gentle bitterness to add some palatability. flavor also light, but leaves a bit to be desired",Asahi Super Dry,Positive
"it smells horrible, but its very smooth going down so it isnt all that bad just your basic pale lager",Asahi Super Dry,Negative
"it s hard to get down and it s really skunky. it s weird concidering they use corn and rice in their beer, woudn t buy it again.",Asahi Super Dry,Negative
"i ordered this beer while having lunch at a tepanyaki restaurant. it s definitely not a great beer but if you want something neutral to go with a meal, it will do the trick. i won t order it again.",Asahi Super Dry,Negative
